BBRef_Game_ID,DateTime,Date,Start,HomeTm,HomePTS,VisitTm,VisitPTS
201312230HOU,2013-12-23T20:00:00Z,2013-12-23,8:00pm,HOU,104,DAL,111
201312230MEM,2013-12-23T20:00:00Z,2013-12-23,8:00pm,MEM,104,UTA,94
201312230SAS,2013-12-23T20:30:00Z,2013-12-23,8:30pm,SAS,112,TOR,99
201312230DEN,2013-12-23T21:00:00Z,2013-12-23,9:00pm,DEN,81,GSW,89
201312230PHO,2013-12-23T21:00:00Z,2013-12-23,9:00pm,PHO,117,LAL,90
201312230SAC,2013-12-23T22:00:00Z,2013-12-23,10:00pm,SAC,100,NOP,113
201312250BRK,2013-12-25T12:00:00Z,2013-12-25,12:00pm,BRK,78,CHI,95
201312250NYK,2013-12-25T14:30:00Z,2013-12-25,2:30pm,NYK,94,OKC,123
201312250LAL,2013-12-25T17:00:00Z,2013-12-25,5:00pm,LAL,95,MIA,101
201312250SAS,2013-12-25T20:00:00Z,2013-12-25,8:00pm,SAS,98,HOU,111
201312250GSW,2013-12-25T22:30:00Z,2013-12-25,10:30pm,GSW,105,LAC,103
201312260CLE,2013-12-26T19:00:00Z,2013-12-26,7:00pm,CLE,125,ATL,127
201312260HOU,2013-12-26T20:00:00Z,2013-12-26,8:00pm,HOU,100,MEM,92
201312260DAL,2013-12-26T20:30:00Z,2013-12-26,8:30pm,DAL,107,SAS,116
201312260POR,2013-12-26T22:30:00Z,2013-12-26,10:30pm,POR,116,LAC,112
201312270CHA,2013-12-27T19:00:00Z,2013-12-27,7:00pm,CHA,85,OKC,89
201312270ORL,2013-12-27T19:00:00Z,2013-12-27,7:00pm,ORL,109,DET,92
201312270BRK,2013-12-27T19:30:00Z,2013-12-27,7:30pm,BRK,104,MIL,93
201312270NYK,2013-12-27T19:30:00Z,2013-12-27,7:30pm,NYK,83,TOR,95
201312270MIN,2013-12-27T20:00:00Z,2013-12-27,8:00pm,MIN,120,WAS,98
201312270NOP,2013-12-27T20:00:00Z,2013-12-27,8:00pm,NOP,105,DEN,89
201312270UTA,2013-12-27T21:00:00Z,2013-12-27,9:00pm,UTA,105,LAL,103
201312270SAC,2013-12-27T22:00:00Z,2013-12-27,10:00pm,SAC,108,MIA,103
201312270GSW,2013-12-27T22:30:00Z,2013-12-27,10:30pm,GSW,115,PHO,86
201312280BOS,2013-12-28T13:00:00Z,2013-12-28,1:00pm,BOS,103,CLE,100
201312280IND,2013-12-28T19:00:00Z,2013-12-28,7:00pm,IND,105,BRK,91
201312280TOR,2013-12-28T19:00:00Z,2013-12-28,7:00pm,TOR,115,NYK,100
201312280WAS,2013-12-28T19:00:00Z,2013-12-28,7:00pm,WAS,106,DET,82
201312280ATL,2013-12-28T19:30:00Z,2013-12-28,7:30pm,ATL,118,CHA,116
201312280CHI,2013-12-28T20:00:00Z,2013-12-28,8:00pm,CHI,83,DAL,105
201312280HOU,2013-12-28T20:00:00Z,2013-12-28,8:00pm,HOU,107,NOP,98
201312280MEM,2013-12-28T20:00:00Z,2013-12-28,8:00pm,MEM,120,DEN,99
201312280MIL,2013-12-28T20:30:00Z,2013-12-28,8:30pm,MIL,95,MIN,117
201312280PHO,2013-12-28T21:00:00Z,2013-12-28,9:00pm,PHO,115,PHI,101
201312280POR,2013-12-28T22:00:00Z,2013-12-28,10:00pm,POR,107,MIA,108
201312280LAC,2013-12-28T22:30:00Z,2013-12-28,10:30pm,LAC,98,UTA,90
201312290CLE,2013-12-29T18:00:00Z,2013-12-29,6:00pm,CLE,104,GSW,108
201312290ORL,2013-12-29T18:00:00Z,2013-12-29,6:00pm,ORL,109,ATL,102
201312290OKC,2013-12-29T19:00:00Z,2013-12-29,7:00pm,OKC,117,HOU,86
201312290SAS,2013-12-29T19:00:00Z,2013-12-29,7:00pm,SAS,112,SAC,104
201312290LAL,2013-12-29T21:30:00Z,2013-12-29,9:30pm,LAL,104,PHI,111
201312300DET,2013-12-30T19:30:00Z,2013-12-30,7:30pm,DET,99,WAS,106
201312300MEM,2013-12-30T20:00:00Z,2013-12-30,8:00pm,MEM,91,CHI,95
201312300MIN,2013-12-30T20:00:00Z,2013-12-30,8:00pm,MIN,98,DAL,100
201312300NOP,2013-12-30T20:00:00Z,2013-12-30,8:00pm,NOP,110,POR,108
201312300DEN,2013-12-30T21:00:00Z,2013-12-30,9:00pm,DEN,94,MIA,97
201312300UTA,2013-12-30T21:00:00Z,2013-12-30,9:00pm,UTA,83,CHA,80
201312300LAC,2013-12-30T22:30:00Z,2013-12-30,10:30pm,LAC,88,PHO,107
201312310BOS,2013-12-31T13:00:00Z,2013-12-31,1:00pm,BOS,91,ATL,92
201312310IND,2013-12-31T15:00:00Z,2013-12-31,3:00pm,IND,91,CLE,76
201312310ORL,2013-12-31T17:00:00Z,2013-12-31,5:00pm,ORL,81,GSW,94
201312310HOU,2013-12-31T19:00:00Z,2013-12-31,7:00pm,HOU,106,SAC,110
201312310SAS,2013-12-31T19:00:00Z,2013-12-31,7:00pm,SAS,113,BRK,92
201312310CHI,2013-12-31T20:00:00Z,2013-12-31,8:00pm,CHI,79,TOR,85
201312310OKC,2013-12-31T20:00:00Z,2013-12-31,8:00pm,OKC,94,POR,98
201312310LAL,2013-12-31T22:30:00Z,2013-12-31,10:30pm,LAL,79,MIL,94
201401010WAS,2014-01-01T18:00:00Z,2014-01-01,6:00pm,WAS,78,DAL,87
201401010TOR,2014-01-01T19:00:00Z,2014-01-01,7:00pm,TOR,95,IND,82
201401010MIN,2014-01-01T20:00:00Z,2014-01-01,8:00pm,MIN,124,NOP,112
201401010DEN,2014-01-01T21:00:00Z,2014-01-01,9:00pm,DEN,102,PHI,114
201401010LAC,2014-01-01T21:30:00Z,2014-01-01,9:30pm,LAC,112,CHA,85
201401020CLE,2014-01-02T19:00:00Z,2014-01-02,7:00pm,CLE,87,ORL,81
201401020MIA,2014-01-02T19:30:00Z,2014-01-02,7:30pm,MIA,114,GSW,123
201401020CHI,2014-01-02T20:00:00Z,2014-01-02,8:00pm,CHI,94,BOS,82
201401020OKC,2014-01-02T20:00:00Z,2014-01-02,8:00pm,OKC,93,BRK,95
201401020SAS,2014-01-02T20:30:00Z,2014-01-02,8:30pm,SAS,101,NYK,105
201401020PHO,2014-01-02T21:00:00Z,2014-01-02,9:00pm,PHO,91,MEM,99
201401020UTA,2014-01-02T21:00:00Z,2014-01-02,9:00pm,UTA,96,MIL,87
201401020POR,2014-01-02T22:00:00Z,2014-01-02,10:00pm,POR,134,CHA,104
201401020SAC,2014-01-02T22:00:00Z,2014-01-02,10:00pm,SAC,104,PHI,113
201401030WAS,2014-01-03T19:00:00Z,2014-01-03,7:00pm,WAS,88,TOR,101
201401030ATL,2014-01-03T19:30:00Z,2014-01-03,7:30pm,ATL,100,GSW,101
201401030BOS,2014-01-03T19:30:00Z,2014-01-03,7:30pm,BOS,92,NOP,95
201401030HOU,2014-01-03T20:00:00Z,2014-01-03,8:00pm,HOU,102,NYK,100
201401030DAL,2014-01-03T20:30:00Z,2014-01-03,8:30pm,DAL,112,LAC,119
201401030DEN,2014-01-03T21:00:00Z,2014-01-03,9:00pm,DEN,111,MEM,108
201401030LAL,2014-01-03T22:30:00Z,2014-01-03,10:30pm,LAL,110,UTA,99
201401040IND,2014-01-04T19:00:00Z,2014-01-04,7:00pm,IND,99,NOP,82
201401040ORL,2014-01-04T19:00:00Z,2014-01-04,7:00pm,ORL,94,MIA,110
201401040BRK,2014-01-04T19:30:00Z,2014-01-04,7:30pm,BRK,89,CLE,82
201401040CHI,2014-01-04T20:00:00Z,2014-01-04,8:00pm,CHI,91,ATL,84
201401040MIN,2014-01-04T20:00:00Z,2014-01-04,8:00pm,MIN,111,OKC,115
201401040SAS,2014-01-04T20:30:00Z,2014-01-04,8:30pm,SAS,116,LAC,92
201401040PHO,2014-01-04T21:00:00Z,2014-01-04,9:00pm,PHO,116,MIL,100
201401040POR,2014-01-04T22:00:00Z,2014-01-04,10:00pm,POR,99,PHI,101
201401040SAC,2014-01-04T22:00:00Z,2014-01-04,10:00pm,SAC,103,CHA,113
201401050DET,2014-01-05T13:00:00Z,2014-01-05,1:00pm,DET,84,MEM,112
201401050CLE,2014-01-05T18:00:00Z,2014-01-05,6:00pm,CLE,78,IND,82
201401050MIA,2014-01-05T18:00:00Z,2014-01-05,6:00pm,MIA,102,TOR,97
201401050WAS,2014-01-05T18:00:00Z,2014-01-05,6:00pm,WAS,96,GSW,112
201401050OKC,2014-01-05T19:00:00Z,2014-01-05,7:00pm,OKC,119,BOS,96
201401050DAL,2014-01-05T19:30:00Z,2014-01-05,7:30pm,DAL,80,NYK,92
201401050LAL,2014-01-05T21:30:00Z,2014-01-05,9:30pm,LAL,115,DEN,137
201401060PHI,2014-01-06T19:00:00Z,2014-01-06,7:00pm,PHI,95,MIN,126
201401060BRK,2014-01-06T19:30:00Z,2014-01-06,7:30pm,BRK,91,ATL,86
201401060LAC,2014-01-06T22:30:00Z,2014-01-06,10:30pm,LAC,101,ORL,81
201401070CHA,2014-01-07T19:00:00Z,2014-01-07,7:00pm,CHA,83,WAS,97
201401070CLE,2014-01-07T19:00:00Z,2014-01-07,7:00pm,CLE,111,PHI,93
201401070IND,2014-01-07T19:00:00Z,2014-01-07,7:00pm,IND,86,TOR,79
201401070MIA,2014-01-07T19:30:00Z,2014-01-07,7:30pm,MIA,107,NOP,88
201401070NYK,2014-01-07T19:30:00Z,2014-01-07,7:30pm,NYK,89,DET,85
201401070CHI,2014-01-07T20:00:00Z,2014-01-07,8:00pm,CHI,92,PHO,87
201401070MEM,2014-01-07T20:00:00Z,2014-01-07,8:00pm,MEM,108,SAS,110
201401070MIL,2014-01-07T20:00:00Z,2014-01-07,8:00pm,MIL,80,GSW,101
201401070DAL,2014-01-07T20:30:00Z,2014-01-07,8:30pm,DAL,110,LAL,97
201401070DEN,2014-01-07T21:00:00Z,2014-01-07,9:00pm,DEN,129,BOS,98
201401070UTA,2014-01-07T21:00:00Z,2014-01-07,9:00pm,UTA,112,OKC,101
201401070SAC,2014-01-07T22:00:00Z,2014-01-07,10:00pm,SAC,123,POR,119
201401080SAS,2014-01-08T19:00:00Z,2014-01-08,7:00pm,SAS,112,DAL,90
201401080TOR,2014-01-08T19:00:00Z,2014-01-08,7:00pm,TOR,112,DET,91
201401080ATL,2014-01-08T19:30:00Z,2014-01-08,7:30pm,ATL,97,IND,87
201401080BRK,2014-01-08T19:30:00Z,2014-01-08,7:30pm,BRK,102,GSW,98
201401080HOU,2014-01-08T20:00:00Z,2014-01-08,8:00pm,HOU,113,LAL,99
201401080NOP,2014-01-08T20:00:00Z,2014-01-08,8:00pm,NOP,96,WAS,102
201401080MIN,2014-01-08T21:30:00Z,2014-01-08,9:30pm,MIN,103,PHO,104
201401080POR,2014-01-08T22:00:00Z,2014-01-08,10:00pm,POR,110,ORL,94
201401080LAC,2014-01-08T22:30:00Z,2014-01-08,10:30pm,LAC,111,BOS,105
201401090NYK,2014-01-09T20:00:00Z,2014-01-09,8:00pm,NYK,102,MIA,92
201401090DEN,2014-01-09T22:30:00Z,2014-01-09,10:30pm,DEN,101,OKC,88
201401100IND,2014-01-10T19:00:00Z,2014-01-10,7:00pm,IND,93,WAS,66
201401100PHI,2014-01-10T19:00:00Z,2014-01-10,7:00pm,PHI,104,DET,114
201401100ATL,2014-01-10T19:30:00Z,2014-01-10,7:30pm,ATL,83,HOU,80
201401100BRK,2014-01-10T20:00:00Z,2014-01-10,8:00pm,BRK,104,MIA,95
201401100MEM,2014-01-10T20:00:00Z,2014-01-10,8:00pm,MEM,104,PHO,99
201401100MIN,2014-01-10T20:00:00Z,2014-01-10,8:00pm,MIN,119,CHA,92
201401100NOP,2014-01-10T20:00:00Z,2014-01-10,8:00pm,NOP,90,DAL,107
201401100MIL,2014-01-10T20:30:00Z,2014-01-10,8:30pm,MIL,72,CHI,81
201401100UTA,2014-01-10T21:00:00Z,2014-01-10,9:00pm,UTA,102,CLE,113
201401100SAC,2014-01-10T22:00:00Z,2014-01-10,10:00pm,SAC,103,ORL,83
201401100GSW,2014-01-10T22:30:00Z,2014-01-10,10:30pm,GSW,99,BOS,97
201401100LAC,2014-01-10T22:30:00Z,2014-01-10,10:30pm,LAC,123,LAL,87
201401110TOR,2014-01-11T19:00:00Z,2014-01-11,7:00pm,TOR,96,BRK,80
201401110WAS,2014-01-11T19:00:00Z,2014-01-11,7:00pm,WAS,107,HOU,114
201401110DET,2014-01-11T19:30:00Z,2014-01-11,7:30pm,DET,110,PHO,108
201401110PHI,2014-01-11T19:30:00Z,2014-01-11,7:30pm,PHI,92,NYK,102
201401110CHI,2014-01-11T20:00:00Z,2014-01-11,8:00pm,CHI,103,CHA,97
201401110OKC,2014-01-11T20:00:00Z,2014-01-11,8:00pm,OKC,101,MIL,85
201401110DAL,2014-01-11T20:30:00Z,2014-01-11,8:30pm,DAL,110,NOP,107
201401110DEN,2014-01-11T21:00:00Z,2014-01-11,9:00pm,DEN,120,ORL,94
201401110POR,2014-01-11T22:00:00Z,2014-01-11,10:00pm,POR,112,BOS,104
201401120MEM,2014-01-12T18:00:00Z,2014-01-12,6:00pm,MEM,108,ATL,101
201401120SAC,2014-01-12T18:00:00Z,2014-01-12,6:00pm,SAC,124,CLE,80
201401120SAS,2014-01-12T19:00:00Z,2014-01-12,7:00pm,SAS,104,MIN,86
201401130TOR,2014-01-13T19:00:00Z,2014-01-13,7:00pm,TOR,116,MIL,94
201401130BOS,2014-01-13T19:30:00Z,2014-01-13,7:30pm,BOS,92,HOU,104
201401130NYK,2014-01-13T19:30:00Z,2014-01-13,7:30pm,NYK,98,PHO,96
201401130CHI,2014-01-13T20:00:00Z,2014-01-13,8:00pm,CHI,88,WAS,102
201401130NOP,2014-01-13T20:00:00Z,2014-01-13,8:00pm,NOP,95,SAS,101
201401130DAL,2014-01-13T20:30:00Z,2014-01-13,8:30pm,DAL,107,ORL,88
201401130UTA,2014-01-13T21:00:00Z,2014-01-13,9:00pm,UTA,118,DEN,103
201401140CHA,2014-01-14T19:00:00Z,2014-01-14,7:00pm,CHA,108,NYK,98
201401140IND,2014-01-14T19:00:00Z,2014-01-14,7:00pm,IND,116,SAC,92
201401140MEM,2014-01-14T20:00:00Z,2014-01-14,8:00pm,MEM,90,OKC,87
201401140LAL,2014-01-14T22:30:00Z,2014-01-14,10:30pm,LAL,118,CLE,120
201401150ORL,2014-01-15T19:00:00Z,2014-01-15,7:00pm,ORL,125,CHI,128
201401150PHI,2014-01-15T19:00:00Z,2014-01-15,7:00pm,PHI,95,CHA,92
201401150WAS,2014-01-15T19:00:00Z,2014-01-15,7:00pm,WAS,114,MIA,97
201401150BOS,2014-01-15T19:30:00Z,2014-01-15,7:30pm,BOS,88,TOR,83
201401150MIL,2014-01-15T20:00:00Z,2014-01-15,8:00pm,MIL,77,MEM,82
201401150MIN,2014-01-15T20:00:00Z,2014-01-15,8:00pm,MIN,108,SAC,111
201401150NOP,2014-01-15T20:00:00Z,2014-01-15,8:00pm,NOP,100,HOU,103
201401150SAS,2014-01-15T20:00:00Z,2014-01-15,8:00pm,SAS,109,UTA,105
201401150PHO,2014-01-15T21:00:00Z,2014-01-15,9:00pm,PHO,121,LAL,114
201401150POR,2014-01-15T22:00:00Z,2014-01-15,10:00pm,POR,108,CLE,96
201401150GSW,2014-01-15T22:30:00Z,2014-01-15,10:30pm,GSW,116,DEN,123
201401150LAC,2014-01-15T22:30:00Z,2014-01-15,10:30pm,LAC,129,DAL,127
201401160ATL,2014-01-16T15:00:00Z,2014-01-16,3:00pm,ATL,110,BRK,127
201401160IND,2014-01-16T19:00:00Z,2014-01-16,7:00pm,IND,117,NYK,89
201401160HOU,2014-01-16T21:30:00Z,2014-01-16,9:30pm,HOU,92,OKC,104
201401170NYK,2014-01-17T19:00:00Z,2014-01-17,7:00pm,NYK,95,LAC,109
201401170ORL,2014-01-17T19:00:00Z,2014-01-17,7:00pm,ORL,101,CHA,111
201401170PHI,2014-01-17T19:00:00Z,2014-01-17,7:00pm,PHI,86,MIA,101
201401170TOR,2014-01-17T19:00:00Z,2014-01-17,7:00pm,TOR,94,MIN,89
201401170WAS,2014-01-17T19:00:00Z,2014-01-17,7:00pm,WAS,96,CHI,93
201401170BOS,2014-01-17T19:30:00Z,2014-01-17,7:30pm,BOS,104,LAL,107
201401170DET,2014-01-17T19:30:00Z,2014-01-17,7:30pm,DET,89,UTA,110
201401170MEM,2014-01-17T20:00:00Z,2014-01-17,8:00pm,MEM,91,SAC,90
201401170SAS,2014-01-17T20:30:00Z,2014-01-17,8:30pm,SAS,100,POR,109
201401170DEN,2014-01-17T21:00:00Z,2014-01-17,9:00pm,DEN,109,CLE,117
201401170PHO,2014-01-17T21:00:00Z,2014-01-17,9:00pm,PHO,107,DAL,110
201401170OKC,2014-01-17T21:30:00Z,2014-01-17,9:30pm,OKC,127,GSW,121
201401180IND,2014-01-18T19:00:00Z,2014-01-18,7:00pm,IND,106,LAC,92
201401180WAS,2014-01-18T19:00:00Z,2014-01-18,7:00pm,WAS,98,DET,104
201401180CHA,2014-01-18T19:30:00Z,2014-01-18,7:30pm,CHA,96,MIA,104
201401180CHI,2014-01-18T20:00:00Z,2014-01-18,8:00pm,CHI,103,PHI,78
201401180HOU,2014-01-18T20:00:00Z,2014-01-18,8:00pm,HOU,114,MIL,104
201401180MIN,2014-01-18T20:00:00Z,2014-01-18,8:00pm,MIN,98,UTA,72
201401180NOP,2014-01-18T20:00:00Z,2014-01-18,8:00pm,NOP,87,GSW,97
201401180DAL,2014-01-18T20:30:00Z,2014-01-18,8:30pm,DAL,111,POR,127
201401190TOR,2014-01-19T13:00:00Z,2014-01-19,1:00pm,TOR,106,LAL,112
201401190ORL,2014-01-19T18:00:00Z,2014-01-19,6:00pm,ORL,93,BOS,91
201401190OKC,2014-01-19T19:00:00Z,2014-01-19,7:00pm,OKC,108,SAC,93
201401190SAS,2014-01-19T19:00:00Z,2014-01-19,7:00pm,SAS,110,MIL,82
201401190PHO,2014-01-19T20:00:00Z,2014-01-19,8:00pm,PHO,117,DEN,103
201401200CLE,2014-01-20T13:00:00Z,2014-01-20,1:00pm,CLE,97,DAL,102
201401200DET,2014-01-20T13:00:00Z,2014-01-20,1:00pm,DET,103,LAC,112
201401200CHA,2014-01-20T14:00:00Z,2014-01-20,2:00pm,CHA,100,TOR,95
201401200WAS,2014-01-20T14:00:00Z,2014-01-20,2:00pm,WAS,107,PHI,99
201401200NYK,2014-01-20T14:30:00Z,2014-01-20,2:30pm,NYK,80,BRK,103
201401200MEM,2014-01-20T17:00:00Z,2014-01-20,5:00pm,MEM,92,NOP,95
201401200ATL,2014-01-20T17:30:00Z,2014-01-20,5:30pm,ATL,121,MIA,114
201401200CHI,2014-01-20T20:00:00Z,2014-01-20,8:00pm,CHI,102,LAL,100
201401200HOU,2014-01-20T20:00:00Z,2014-01-20,8:00pm,HOU,126,POR,113
201401200GSW,2014-01-20T22:30:00Z,2014-01-20,10:30pm,GSW,94,IND,102
201401210BRK,2014-01-21T19:30:00Z,2014-01-21,7:30pm,BRK,101,ORL,90
201401210MIA,2014-01-21T19:30:00Z,2014-01-21,7:30pm,MIA,93,BOS,86
201401210NOP,2014-01-21T20:00:00Z,2014-01-21,8:00pm,NOP,97,SAC,114
201401210OKC,2014-01-21T20:00:00Z,2014-01-21,8:00pm,OKC,105,POR,97
201401210UTA,2014-01-21T21:00:00Z,2014-01-21,9:00pm,UTA,97,MIN,112
201401220CHA,2014-01-22T19:00:00Z,2014-01-22,7:00pm,CHA,95,LAC,91
201401220CLE,2014-01-22T19:00:00Z,2014-01-22,7:00pm,CLE,87,CHI,98
201401220ORL,2014-01-22T19:00:00Z,2014-01-22,7:00pm,ORL,109,ATL,112
201401220TOR,2014-01-22T19:00:00Z,2014-01-22,7:00pm,TOR,93,DAL,85
201401220WAS,2014-01-22T19:00:00Z,2014-01-22,7:00pm,WAS,111,BOS,113
201401220NYK,2014-01-22T19:30:00Z,2014-01-22,7:30pm,NYK,106,PHI,110
201401220HOU,2014-01-22T20:00:00Z,2014-01-22,8:00pm,HOU,119,SAC,98
201401220MIL,2014-01-22T20:00:00Z,2014-01-22,8:00pm,MIL,104,DET,101
201401220SAS,2014-01-22T20:00:00Z,2014-01-22,8:00pm,SAS,105,OKC,111
201401220PHO,2014-01-22T22:30:00Z,2014-01-22,10:30pm,PHO,124,IND,100
201401230MIA,2014-01-23T20:00:00Z,2014-01-23,8:00pm,MIA,109,LAL,102
201401230POR,2014-01-23T22:30:00Z,2014-01-23,10:30pm,POR,110,DEN,105
201401240ORL,2014-01-24T19:00:00Z,2014-01-24,7:00pm,ORL,114,LAL,105
201401240PHI,2014-01-24T19:00:00Z,2014-01-24,7:00pm,PHI,95,TOR,104
201401240ATL,2014-01-24T19:30:00Z,2014-01-24,7:30pm,ATL,79,SAS,105
201401240BOS,2014-01-24T19:30:00Z,2014-01-24,7:30pm,BOS,83,OKC,101
201401240BRK,2014-01-24T19:30:00Z,2014-01-24,7:30pm,BRK,107,DAL,106
201401240CLE,2014-01-24T19:30:00Z,2014-01-24,7:30pm,CLE,93,MIL,78
201401240DET,2014-01-24T19:30:00Z,2014-01-24,7:30pm,DET,101,NOP,103
201401240NYK,2014-01-24T19:30:00Z,2014-01-24,7:30pm,NYK,125,CHA,96
201401240CHI,2014-01-24T20:00:00Z,2014-01-24,8:00pm,CHI,95,LAC,112
201401240HOU,2014-01-24T20:00:00Z,2014-01-24,8:00pm,HOU,87,MEM,88
201401240PHO,2014-01-24T21:00:00Z,2014-01-24,9:00pm,PHO,95,WAS,101
201401240SAC,2014-01-24T22:00:00Z,2014-01-24,10:00pm,SAC,111,IND,116
201401240GSW,2014-01-24T22:30:00Z,2014-01-24,10:30pm,GSW,120,MIN,121
201401250CHA,2014-01-25T19:00:00Z,2014-01-25,7:00pm,CHA,87,CHI,89
201401250TOR,2014-01-25T19:00:00Z,2014-01-25,7:00pm,TOR,118,LAC,126
201401250PHI,2014-01-25T19:30:00Z,2014-01-25,7:30pm,PHI,91,OKC,103
201401250MEM,2014-01-25T20:00:00Z,2014-01-25,8:00pm,MEM,99,HOU,81
201401250MIL,2014-01-25T20:30:00Z,2014-01-25,8:30pm,MIL,87,ATL,112
201401250DEN,2014-01-25T21:00:00Z,2014-01-25,9:00pm,DEN,109,IND,96
201401250UTA,2014-01-25T21:00:00Z,2014-01-25,9:00pm,UTA,104,WAS,101
201401250POR,2014-01-25T22:00:00Z,2014-01-25,10:00pm,POR,115,MIN,104
201401260MIA,2014-01-26T13:00:00Z,2014-01-26,1:00pm,MIA,113,SAS,101
201401260NYK,2014-01-26T15:30:00Z,2014-01-26,3:30pm,NYK,110,LAL,103
201401260CLE,2014-01-26T18:00:00Z,2014-01-26,6:00pm,CLE,90,PHO,99
201401260NOP,2014-01-26T18:00:00Z,2014-01-26,6:00pm,NOP,100,ORL,92
201401260BOS,2014-01-26T18:30:00Z,2014-01-26,6:30pm,BOS,79,BRK,85
201401260DAL,2014-01-26T19:30:00Z,2014-01-26,7:30pm,DAL,116,DET,106
201401260GSW,2014-01-26T21:00:00Z,2014-01-26,9:00pm,GSW,103,POR,88
201401260SAC,2014-01-26T21:00:00Z,2014-01-26,9:00pm,SAC,117,DEN,125
201401270PHI,2014-01-27T19:00:00Z,2014-01-27,7:00pm,PHI,113,PHO,124
201401270BRK,2014-01-27T19:30:00Z,2014-01-27,7:30pm,BRK,103,TOR,104
201401270CHI,2014-01-27T20:00:00Z,2014-01-27,8:00pm,CHI,86,MIN,95
201401270MIL,2014-01-27T20:00:00Z,2014-01-27,8:00pm,MIL,86,LAC,114
201401270OKC,2014-01-27T20:00:00Z,2014-01-27,8:00pm,OKC,111,ATL,109
201401270UTA,2014-01-27T21:00:00Z,2014-01-27,9:00pm,UTA,106,SAC,99
201401280CLE,2014-01-28T19:00:00Z,2014-01-28,7:00pm,CLE,89,NOP,100
201401280DET,2014-01-28T19:30:00Z,2014-01-28,7:30pm,DET,103,ORL,87
201401280NYK,2014-01-28T19:30:00Z,2014-01-28,7:30pm,NYK,114,BOS,88
201401280HOU,2014-01-28T20:00:00Z,2014-01-28,8:00pm,HOU,97,SAS,90
201401280POR,2014-01-28T22:00:00Z,2014-01-28,10:00pm,POR,81,MEM,98
201401280GSW,2014-01-28T22:30:00Z,2014-01-28,10:30pm,GSW,85,WAS,88
201401280LAL,2014-01-28T22:30:00Z,2014-01-28,10:30pm,LAL,92,IND,104
201401290MIA,2014-01-29T19:00:00Z,2014-01-29,7:00pm,MIA,95,OKC,112
201401290TOR,2014-01-29T19:00:00Z,2014-01-29,7:00pm,TOR,98,ORL,83
201401290BOS,2014-01-29T19:30:00Z,2014-01-29,7:30pm,BOS,94,PHI,95
201401290MIL,2014-01-29T20:00:00Z,2014-01-29,8:00pm,MIL,117,PHO,126
201401290MIN,2014-01-29T20:00:00Z,2014-01-29,8:00pm,MIN,88,NOP,77
201401290DAL,2014-01-29T20:30:00Z,2014-01-29,8:30pm,DAL,115,HOU,117
201401290DEN,2014-01-29T21:00:00Z,2014-01-29,9:00pm,DEN,98,CHA,101
201401290SAS,2014-01-29T21:30:00Z,2014-01-29,9:30pm,SAS,86,CHI,96
201401290SAC,2014-01-29T22:00:00Z,2014-01-29,10:00pm,SAC,89,MEM,99
201401290LAC,2014-01-29T22:30:00Z,2014-01-29,10:30pm,LAC,110,WAS,103
201401300IND,2014-01-30T19:00:00Z,2014-01-30,7:00pm,IND,94,PHO,102
201401300NYK,2014-01-30T20:00:00Z,2014-01-30,8:00pm,NYK,117,CLE,86
201401300GSW,2014-01-30T22:30:00Z,2014-01-30,10:30pm,GSW,111,LAC,92
201401310ORL,2014-01-31T19:00:00Z,2014-01-31,7:00pm,ORL,113,MIL,102
201401310PHI,2014-01-31T19:30:00Z,2014-01-31,7:30pm,PHI,99,ATL,125
201401310BRK,2014-01-31T20:00:00Z,2014-01-31,8:00pm,BRK,95,OKC,120
201401310MIN,2014-01-31T20:00:00Z,2014-01-31,8:00pm,MIN,90,MEM,94
201401310DAL,2014-01-31T20:30:00Z,2014-01-31,8:30pm,DAL,107,SAC,103
201401310DEN,2014-01-31T21:00:00Z,2014-01-31,9:00pm,DEN,90,TOR,100
201401310LAL,2014-01-31T22:30:00Z,2014-01-31,10:30pm,LAL,100,CHA,110
201401310UTA,2014-01-31T22:30:00Z,2014-01-31,10:30pm,UTA,90,GSW,95
201402010IND,2014-02-01T19:00:00Z,2014-02-01,7:00pm,IND,97,BRK,96
201402010WAS,2014-02-01T19:00:00Z,2014-02-01,7:00pm,WAS,96,OKC,81
201402010ATL,2014-02-01T19:30:00Z,2014-02-01,7:30pm,ATL,120,MIN,113
201402010DET,2014-02-01T19:30:00Z,2014-02-01,7:30pm,DET,113,PHI,96
201402010HOU,2014-02-01T20:00:00Z,2014-02-01,8:00pm,HOU,106,CLE,92
201402010MEM,2014-02-01T20:00:00Z,2014-02-01,8:00pm,MEM,99,MIL,90
201402010NOP,2014-02-01T20:00:00Z,2014-02-01,8:00pm,NOP,88,CHI,79
201402010NYK,2014-02-01T20:30:00Z,2014-02-01,8:30pm,NYK,91,MIA,106
201402010SAS,2014-02-01T20:30:00Z,2014-02-01,8:30pm,SAS,95,SAC,93
201402010PHO,2014-02-01T21:00:00Z,2014-02-01,9:00pm,PHO,105,CHA,95
201402010POR,2014-02-01T22:00:00Z,2014-02-01,10:00pm,POR,106,TOR,103
201402010LAC,2014-02-01T22:30:00Z,2014-02-01,10:30pm,LAC,102,UTA,87
201402020BOS,2014-02-02T13:00:00Z,2014-02-02,1:00pm,BOS,96,ORL,89
201402030IND,2014-02-03T19:00:00Z,2014-02-03,7:00pm,IND,98,ORL,79
