BBRef_Game_ID,DateTime,Date,Start,HomeTm,HomePTS,VisitTm,VisitPTS
201010260BOS,2010-10-26T19:30:00Z,2010-10-26,7:30pm,BOS,88,MIA,80
201010260POR,2010-10-26T22:00:00Z,2010-10-26,10:00pm,POR,106,PHO,92
201010260LAL,2010-10-26T22:30:00Z,2010-10-26,10:30pm,LAL,112,HOU,110
201010270CLE,2010-10-27T19:00:00Z,2010-10-27,7:00pm,CLE,95,BOS,87
201010270TOR,2010-10-27T19:00:00Z,2010-10-27,7:00pm,TOR,93,NYK,98
201010270PHI,2010-10-27T19:00:00Z,2010-10-27,7:00pm,PHI,87,MIA,97
201010270NJN,2010-10-27T19:00:00Z,2010-10-27,7:00pm,NJN,101,DET,98
201010270OKC,2010-10-27T20:00:00Z,2010-10-27,8:00pm,OKC,106,CHI,95
201010270NOH,2010-10-27T20:00:00Z,2010-10-27,8:00pm,NOH,95,MIL,91
201010270MIN,2010-10-27T20:00:00Z,2010-10-27,8:00pm,MIN,116,SAC,117
201010270MEM,2010-10-27T20:00:00Z,2010-10-27,8:00pm,MEM,104,ATL,119
201010270SAS,2010-10-27T20:30:00Z,2010-10-27,8:30pm,SAS,122,IND,109
201010270DAL,2010-10-27T20:30:00Z,2010-10-27,8:30pm,DAL,101,CHA,86
201010270DEN,2010-10-27T21:00:00Z,2010-10-27,9:00pm,DEN,110,UTA,88
201010270LAC,2010-10-27T22:30:00Z,2010-10-27,10:30pm,LAC,88,POR,98
201010270GSW,2010-10-27T22:30:00Z,2010-10-27,10:30pm,GSW,132,HOU,128
201010280ORL,2010-10-28T20:00:00Z,2010-10-28,8:00pm,ORL,112,WAS,83
201010280UTA,2010-10-28T22:30:00Z,2010-10-28,10:30pm,UTA,94,PHO,110
201010290CHA,2010-10-29T19:00:00Z,2010-10-29,7:00pm,CHA,101,IND,104
201010290TOR,2010-10-29T19:00:00Z,2010-10-29,7:00pm,TOR,101,CLE,81
201010290PHI,2010-10-29T19:00:00Z,2010-10-29,7:00pm,PHI,101,ATL,104
201010290NJN,2010-10-29T19:00:00Z,2010-10-29,7:00pm,NJN,106,SAC,100
201010290BOS,2010-10-29T19:30:00Z,2010-10-29,7:30pm,BOS,105,NYK,101
201010290DET,2010-10-29T20:00:00Z,2010-10-29,8:00pm,DET,104,OKC,105
201010290NOH,2010-10-29T20:00:00Z,2010-10-29,8:00pm,NOH,101,DEN,95
201010290MIA,2010-10-29T20:00:00Z,2010-10-29,8:00pm,MIA,96,ORL,70
201010290MIN,2010-10-29T20:00:00Z,2010-10-29,8:00pm,MIN,96,MIL,85
201010290DAL,2010-10-29T20:30:00Z,2010-10-29,8:30pm,DAL,90,MEM,91
201010290GSW,2010-10-29T22:30:00Z,2010-10-29,10:30pm,GSW,109,LAC,91
201010290PHO,2010-10-29T22:30:00Z,2010-10-29,10:30pm,PHO,106,LAL,114
201010300ATL,2010-10-30T19:00:00Z,2010-10-30,7:00pm,ATL,99,WAS,95
201010300NYK,2010-10-30T19:30:00Z,2010-10-30,7:30pm,NYK,95,POR,100
201010300CLE,2010-10-30T19:30:00Z,2010-10-30,7:30pm,CLE,104,SAC,107
201010300IND,2010-10-30T20:00:00Z,2010-10-30,8:00pm,IND,99,PHI,86
201010300MEM,2010-10-30T20:00:00Z,2010-10-30,8:00pm,MEM,109,MIN,89
201010300CHI,2010-10-30T20:00:00Z,2010-10-30,8:00pm,CHI,101,DET,91
201010300HOU,2010-10-30T20:30:00Z,2010-10-30,8:30pm,HOU,94,DEN,107
201010300MIL,2010-10-30T20:30:00Z,2010-10-30,8:30pm,MIL,98,CHA,88
201010300SAS,2010-10-30T20:30:00Z,2010-10-30,8:30pm,SAS,90,NOH,99
201010310NJN,2010-10-31T13:00:00Z,2010-10-31,1:00pm,NJN,78,MIA,101
201010310LAC,2010-10-31T15:30:00Z,2010-10-31,3:30pm,LAC,83,DAL,99
201010310OKC,2010-10-31T19:00:00Z,2010-10-31,7:00pm,OKC,99,UTA,120
201010310LAL,2010-10-31T21:30:00Z,2010-10-31,9:30pm,LAL,107,GSW,83
201011010CHI,2010-11-01T20:00:00Z,2010-11-01,8:00pm,CHI,110,POR,98
201011010SAC,2010-11-01T22:00:00Z,2010-11-01,10:00pm,SAC,111,TOR,108
201011010LAC,2010-11-01T22:30:00Z,2010-11-01,10:30pm,LAC,88,SAS,97
201011020CLE,2010-11-02T19:00:00Z,2010-11-02,7:00pm,CLE,88,ATL,100
201011020WAS,2010-11-02T19:00:00Z,2010-11-02,7:00pm,WAS,116,PHI,115
201011020DET,2010-11-02T19:30:00Z,2010-11-02,7:30pm,DET,86,BOS,109
201011020MIA,2010-11-02T19:30:00Z,2010-11-02,7:30pm,MIA,129,MIN,97
201011020MIL,2010-11-02T20:00:00Z,2010-11-02,8:00pm,MIL,76,POR,90
201011020LAL,2010-11-02T22:30:00Z,2010-11-02,10:30pm,LAL,124,MEM,105
201011030ATL,2010-11-03T19:00:00Z,2010-11-03,7:00pm,ATL,94,DET,85
201011030NJN,2010-11-03T19:00:00Z,2010-11-03,7:00pm,NJN,83,CHA,85
201011030ORL,2010-11-03T19:00:00Z,2010-11-03,7:00pm,ORL,128,MIN,86
201011030PHI,2010-11-03T19:00:00Z,2010-11-03,7:00pm,PHI,101,IND,75
201011030BOS,2010-11-03T20:00:00Z,2010-11-03,8:00pm,BOS,105,MIL,102
201011030HOU,2010-11-03T20:30:00Z,2010-11-03,8:30pm,HOU,99,NOH,107
201011030DEN,2010-11-03T21:00:00Z,2010-11-03,9:00pm,DEN,101,DAL,102
201011030UTA,2010-11-03T21:00:00Z,2010-11-03,9:00pm,UTA,125,TOR,108
201011030PHO,2010-11-03T22:00:00Z,2010-11-03,10:00pm,PHO,110,SAS,112
201011030GSW,2010-11-03T22:30:00Z,2010-11-03,10:30pm,GSW,115,MEM,109
201011030LAC,2010-11-03T22:30:00Z,2010-11-03,10:30pm,LAC,107,OKC,92
201011030SAC,2010-11-03T22:30:00Z,2010-11-03,10:30pm,SAC,100,LAL,112
201011040CHI,2010-11-04T20:00:00Z,2010-11-04,8:00pm,CHI,112,NYK,120
201011040POR,2010-11-04T22:30:00Z,2010-11-04,10:30pm,POR,106,OKC,107
201011050IND,2010-11-05T19:00:00Z,2010-11-05,7:00pm,IND,90,MIL,94
201011050ORL,2010-11-05T19:00:00Z,2010-11-05,7:00pm,ORL,105,NJN,90
201011050PHI,2010-11-05T19:00:00Z,2010-11-05,7:00pm,PHI,116,CLE,123
201011050DET,2010-11-05T19:30:00Z,2010-11-05,7:30pm,DET,97,CHA,90
201011050NYK,2010-11-05T19:30:00Z,2010-11-05,7:30pm,NYK,112,WAS,91
201011050BOS,2010-11-05T20:00:00Z,2010-11-05,8:00pm,BOS,110,CHI,105
201011050MIN,2010-11-05T20:00:00Z,2010-11-05,8:00pm,MIN,103,ATL,113
201011050NOH,2010-11-05T20:00:00Z,2010-11-05,8:00pm,NOH,96,MIA,93
201011050PHO,2010-11-05T22:00:00Z,2010-11-05,10:00pm,PHO,123,MEM,118
201011050DEN,2010-11-05T22:30:00Z,2010-11-05,10:30pm,DEN,111,LAC,104
201011050GSW,2010-11-05T22:30:00Z,2010-11-05,10:30pm,GSW,85,UTA,78
201011050LAL,2010-11-05T22:30:00Z,2010-11-05,10:30pm,LAL,108,TOR,103
201011060CHA,2010-11-06T19:00:00Z,2010-11-06,7:00pm,CHA,88,ORL,91
201011060WAS,2010-11-06T19:00:00Z,2010-11-06,7:00pm,WAS,102,CLE,107
201011060MIA,2010-11-06T19:30:00Z,2010-11-06,7:30pm,MIA,101,NJN,89
201011060MIL,2010-11-06T20:30:00Z,2010-11-06,8:30pm,MIL,81,NOH,87
201011060SAS,2010-11-06T20:30:00Z,2010-11-06,8:30pm,SAS,124,HOU,121
201011060DAL,2010-11-06T21:00:00Z,2010-11-06,9:00pm,DAL,92,DEN,103
201011060UTA,2010-11-06T21:00:00Z,2010-11-06,9:00pm,UTA,109,LAC,107
201011060POR,2010-11-06T22:00:00Z,2010-11-06,10:00pm,POR,97,TOR,84
201011060SAC,2010-11-06T22:00:00Z,2010-11-06,10:00pm,SAC,91,MEM,100
201011070NYK,2010-11-07T12:00:00Z,2010-11-07,12:00pm,NYK,96,PHI,106
201011070ATL,2010-11-07T17:00:00Z,2010-11-07,5:00pm,ATL,114,PHO,118
201011070DET,2010-11-07T18:00:00Z,2010-11-07,6:00pm,DET,102,GSW,97
201011070HOU,2010-11-07T19:00:00Z,2010-11-07,7:00pm,HOU,120,MIN,94
201011070OKC,2010-11-07T19:00:00Z,2010-11-07,7:00pm,OKC,83,BOS,92
201011070LAL,2010-11-07T21:30:00Z,2010-11-07,9:30pm,LAL,121,POR,96
201011080CHA,2010-11-08T19:00:00Z,2010-11-08,7:00pm,CHA,91,SAS,95
201011080ORL,2010-11-08T19:00:00Z,2010-11-08,7:00pm,ORL,93,ATL,89
201011080TOR,2010-11-08T19:00:00Z,2010-11-08,7:00pm,TOR,102,GSW,109
201011080CHI,2010-11-08T20:00:00Z,2010-11-08,8:00pm,CHI,94,DEN,92
201011080MEM,2010-11-08T20:00:00Z,2010-11-08,8:00pm,MEM,109,PHO,99
201011080DAL,2010-11-08T20:30:00Z,2010-11-08,8:30pm,DAL,89,BOS,87
201011090IND,2010-11-09T19:00:00Z,2010-11-09,7:00pm,IND,144,DEN,113
201011090NJN,2010-11-09T19:00:00Z,2010-11-09,7:00pm,NJN,91,CLE,93
201011090MIA,2010-11-09T19:30:00Z,2010-11-09,7:30pm,MIA,114,UTA,116
201011090MIL,2010-11-09T20:00:00Z,2010-11-09,8:00pm,MIL,107,NYK,80
201011090NOH,2010-11-09T20:00:00Z,2010-11-09,8:00pm,NOH,101,LAC,82
201011090POR,2010-11-09T22:00:00Z,2010-11-09,10:00pm,POR,100,DET,78
201011090LAL,2010-11-09T22:30:00Z,2010-11-09,10:30pm,LAL,99,MIN,94
201011100ATL,2010-11-10T19:00:00Z,2010-11-10,7:00pm,ATL,91,MIL,108
201011100ORL,2010-11-10T19:00:00Z,2010-11-10,7:00pm,ORL,94,UTA,104
201011100TOR,2010-11-10T19:00:00Z,2010-11-10,7:00pm,TOR,96,CHA,101
201011100WAS,2010-11-10T19:00:00Z,2010-11-10,7:00pm,WAS,98,HOU,91
201011100CLE,2010-11-10T19:30:00Z,2010-11-10,7:30pm,CLE,87,NJN,95
201011100NYK,2010-11-10T19:30:00Z,2010-11-10,7:30pm,NYK,117,GSW,122
201011100MEM,2010-11-10T20:00:00Z,2010-11-10,8:00pm,MEM,91,DAL,106
201011100OKC,2010-11-10T20:00:00Z,2010-11-10,8:00pm,OKC,109,PHI,103
201011100SAS,2010-11-10T21:30:00Z,2010-11-10,9:30pm,SAS,107,LAC,95
201011100SAC,2010-11-10T22:00:00Z,2010-11-10,10:00pm,SAC,89,MIN,98
201011110CHI,2010-11-11T20:00:00Z,2010-11-11,8:00pm,CHI,120,GSW,90
201011110MIA,2010-11-11T20:00:00Z,2010-11-11,8:00pm,MIA,107,BOS,112
201011110DEN,2010-11-11T22:30:00Z,2010-11-11,10:30pm,DEN,118,LAL,112
201011120ATL,2010-11-12T19:00:00Z,2010-11-12,7:00pm,ATL,86,UTA,90
201011120IND,2010-11-12T19:00:00Z,2010-11-12,7:00pm,IND,99,HOU,102
201011120ORL,2010-11-12T19:00:00Z,2010-11-12,7:00pm,ORL,106,TOR,110
201011120WAS,2010-11-12T19:00:00Z,2010-11-12,7:00pm,WAS,85,CHA,93
201011120MIN,2010-11-12T20:00:00Z,2010-11-12,8:00pm,MIN,112,NYK,103
201011120DAL,2010-11-12T20:30:00Z,2010-11-12,8:30pm,DAL,99,PHI,90
201011120PHO,2010-11-12T21:00:00Z,2010-11-12,9:00pm,PHO,103,SAC,89
201011120OKC,2010-11-12T21:30:00Z,2010-11-12,9:30pm,OKC,110,POR,108
201011120LAC,2010-11-12T22:30:00Z,2010-11-12,10:30pm,LAC,107,DET,113
201011130CHA,2010-11-13T19:00:00Z,2010-11-13,7:00pm,CHA,95,UTA,96
201011130NJN,2010-11-13T19:00:00Z,2010-11-13,7:00pm,NJN,90,ORL,91
201011130CLE,2010-11-13T19:30:00Z,2010-11-13,7:30pm,CLE,85,IND,99
201011130MIA,2010-11-13T19:30:00Z,2010-11-13,7:30pm,MIA,109,TOR,100
201011130CHI,2010-11-13T20:00:00Z,2010-11-13,8:00pm,CHI,103,WAS,96
201011130MEM,2010-11-13T20:00:00Z,2010-11-13,8:00pm,MEM,110,BOS,116
201011130NOH,2010-11-13T20:00:00Z,2010-11-13,8:00pm,NOH,107,POR,87
201011130MIL,2010-11-13T20:30:00Z,2010-11-13,8:30pm,MIL,79,GSW,72
201011130SAS,2010-11-13T20:30:00Z,2010-11-13,8:30pm,SAS,116,PHI,93
201011140ATL,2010-11-14T14:00:00Z,2010-11-14,2:00pm,ATL,111,MIN,105
201011140SAC,2010-11-14T18:00:00Z,2010-11-14,6:00pm,SAC,94,DET,100
201011140OKC,2010-11-14T19:00:00Z,2010-11-14,7:00pm,OKC,104,SAS,117
201011140NYK,2010-11-14T19:30:00Z,2010-11-14,7:30pm,NYK,96,HOU,104
201011140LAL,2010-11-14T21:30:00Z,2010-11-14,9:30pm,LAL,116,PHO,121
201011150CHA,2010-11-15T19:00:00Z,2010-11-15,7:00pm,CHA,113,MIN,110
201011150ORL,2010-11-15T19:00:00Z,2010-11-15,7:00pm,ORL,89,MEM,72
201011150DAL,2010-11-15T20:30:00Z,2010-11-15,8:30pm,DAL,98,NOH,95
201011150PHO,2010-11-15T21:00:00Z,2010-11-15,9:00pm,PHO,100,DEN,94
201011150UTA,2010-11-15T21:00:00Z,2010-11-15,9:00pm,UTA,108,OKC,115
201011150GSW,2010-11-15T22:30:00Z,2010-11-15,10:30pm,GSW,101,DET,97
201011150LAC,2010-11-15T22:30:00Z,2010-11-15,10:30pm,LAC,96,NJN,110
201011160CLE,2010-11-16T19:00:00Z,2010-11-16,7:00pm,CLE,101,PHI,93
201011160IND,2010-11-16T19:00:00Z,2010-11-16,7:00pm,IND,92,ATL,102
201011160WAS,2010-11-16T19:00:00Z,2010-11-16,7:00pm,WAS,109,TOR,94
201011160MEM,2010-11-16T20:00:00Z,2010-11-16,8:00pm,MEM,99,POR,100
201011160MIL,2010-11-16T20:00:00Z,2010-11-16,8:00pm,MIL,107,LAL,118
201011160HOU,2010-11-16T20:30:00Z,2010-11-16,8:30pm,HOU,92,CHI,95
201011160DEN,2010-11-16T21:00:00Z,2010-11-16,9:00pm,DEN,120,NYK,118
201011170MIA,2010-11-17T19:00:00Z,2010-11-17,7:00pm,MIA,123,PHO,96
201011170PHI,2010-11-17T19:00:00Z,2010-11-17,7:00pm,PHI,86,TOR,94
201011170BOS,2010-11-17T19:30:00Z,2010-11-17,7:30pm,BOS,114,WAS,83
201011170DET,2010-11-17T19:30:00Z,2010-11-17,7:30pm,DET,90,LAL,103
201011170MIN,2010-11-17T20:00:00Z,2010-11-17,8:00pm,MIN,113,LAC,111
201011170NOH,2010-11-17T20:00:00Z,2010-11-17,8:00pm,NOH,99,DAL,97
201011170OKC,2010-11-17T20:00:00Z,2010-11-17,8:00pm,OKC,116,HOU,99
201011170UTA,2010-11-17T21:00:00Z,2010-11-17,9:00pm,UTA,98,NJN,88
201011170SAS,2010-11-17T21:30:00Z,2010-11-17,9:30pm,SAS,103,CHI,94
201011170SAC,2010-11-17T22:00:00Z,2010-11-17,10:00pm,SAC,106,NYK,113
201011180IND,2010-11-18T19:00:00Z,2010-11-18,7:00pm,IND,107,LAC,80
201011180ORL,2010-11-18T20:00:00Z,2010-11-18,8:00pm,ORL,105,PHO,89
201011180POR,2010-11-18T22:30:00Z,2010-11-18,10:30pm,POR,86,DEN,83
201011190BOS,2010-11-19T19:00:00Z,2010-11-19,7:00pm,BOS,84,OKC,89
201011190PHI,2010-11-19T19:00:00Z,2010-11-19,7:00pm,PHI,90,MIL,79
201011190TOR,2010-11-19T19:00:00Z,2010-11-19,7:00pm,TOR,106,HOU,96
201011190WAS,2010-11-19T19:00:00Z,2010-11-19,7:00pm,WAS,89,MEM,86
201011190MIA,2010-11-19T19:30:00Z,2010-11-19,7:30pm,MIA,95,CHA,87
201011190MIN,2010-11-19T20:00:00Z,2010-11-19,8:00pm,MIN,95,LAL,112
201011190NOH,2010-11-19T20:00:00Z,2010-11-19,8:00pm,NOH,108,CLE,101
201011190UTA,2010-11-19T21:00:00Z,2010-11-19,9:00pm,UTA,82,SAS,94
201011190DAL,2010-11-19T21:30:00Z,2010-11-19,9:30pm,DAL,83,CHI,88
201011190SAC,2010-11-19T22:00:00Z,2010-11-19,10:00pm,SAC,86,NJN,81
201011190GSW,2010-11-19T22:30:00Z,2010-11-19,10:30pm,GSW,119,NYK,125
201011200CHA,2010-11-20T19:00:00Z,2010-11-20,7:00pm,CHA,123,PHO,105
201011200IND,2010-11-20T19:00:00Z,2010-11-20,7:00pm,IND,86,ORL,90
201011200ATL,2010-11-20T20:00:00Z,2010-11-20,8:00pm,ATL,93,DAL,98
201011200MEM,2010-11-20T20:00:00Z,2010-11-20,8:00pm,MEM,97,MIA,95
201011200MIL,2010-11-20T20:30:00Z,2010-11-20,8:30pm,MIL,81,OKC,82
201011200SAS,2010-11-20T20:30:00Z,2010-11-20,8:30pm,SAS,116,CLE,92
201011200DEN,2010-11-20T21:00:00Z,2010-11-20,9:00pm,DEN,107,NJN,103
201011200POR,2010-11-20T22:00:00Z,2010-11-20,10:00pm,POR,94,UTA,103
201011200LAC,2010-11-20T22:30:00Z,2010-11-20,10:30pm,LAC,115,NYK,124
201011210TOR,2010-11-21T13:00:00Z,2010-11-21,1:00pm,TOR,102,BOS,101
201011210DET,2010-11-21T18:00:00Z,2010-11-21,6:00pm,DET,115,WAS,110
201011210SAC,2010-11-21T18:00:00Z,2010-11-21,6:00pm,SAC,71,NOH,75
201011210LAL,2010-11-21T21:30:00Z,2010-11-21,9:30pm,LAL,117,GSW,89
201011220ATL,2010-11-22T19:00:00Z,2010-11-22,7:00pm,ATL,76,BOS,99
201011220MIA,2010-11-22T19:30:00Z,2010-11-22,7:30pm,MIA,77,IND,93
201011220OKC,2010-11-22T20:00:00Z,2010-11-22,8:00pm,OKC,117,MIN,107
201011220HOU,2010-11-22T20:30:00Z,2010-11-22,8:30pm,HOU,116,PHO,123
201011220SAS,2010-11-22T20:30:00Z,2010-11-22,8:30pm,SAS,106,ORL,97
201011220UTA,2010-11-22T21:00:00Z,2010-11-22,9:00pm,UTA,94,SAC,83
201011220GSW,2010-11-22T22:30:00Z,2010-11-22,10:30pm,GSW,89,DEN,106
201011220LAC,2010-11-22T22:30:00Z,2010-11-22,10:30pm,LAC,99,NOH,95
201011230IND,2010-11-23T19:00:00Z,2010-11-23,7:00pm,IND,100,CLE,89
201011230NJN,2010-11-23T19:00:00Z,2010-11-23,7:00pm,NJN,107,ATL,101
201011230WAS,2010-11-23T19:00:00Z,2010-11-23,7:00pm,WAS,116,PHI,114
201011230NYK,2010-11-23T19:30:00Z,2010-11-23,7:30pm,NYK,110,CHA,107
201011230DAL,2010-11-23T20:30:00Z,2010-11-23,8:30pm,DAL,88,DET,84
201011230LAL,2010-11-23T22:30:00Z,2010-11-23,10:30pm,LAL,98,CHI,91
201011240CHA,2010-11-24T19:00:00Z,2010-11-24,7:00pm,CHA,95,NYK,99
201011240CLE,2010-11-24T19:00:00Z,2010-11-24,7:00pm,CLE,83,MIL,81
201011240TOR,2010-11-24T19:00:00Z,2010-11-24,7:00pm,TOR,106,PHI,90
201011240BOS,2010-11-24T19:30:00Z,2010-11-24,7:30pm,BOS,89,NJN,83
201011240ORL,2010-11-24T19:30:00Z,2010-11-24,7:30pm,ORL,104,MIA,95
201011240MEM,2010-11-24T20:00:00Z,2010-11-24,8:00pm,MEM,105,DET,84
201011240MIN,2010-11-24T20:00:00Z,2010-11-24,8:00pm,MIN,109,SAS,113
201011240OKC,2010-11-24T20:00:00Z,2010-11-24,8:00pm,OKC,103,DAL,111
201011240HOU,2010-11-24T20:30:00Z,2010-11-24,8:30pm,HOU,111,GSW,101
201011240PHO,2010-11-24T21:00:00Z,2010-11-24,9:00pm,PHO,115,CHI,123
201011240UTA,2010-11-24T21:00:00Z,2010-11-24,9:00pm,UTA,105,NOH,87
201011250ATL,2010-11-25T20:00:00Z,2010-11-25,8:00pm,ATL,116,WAS,96
201011250LAC,2010-11-25T22:30:00Z,2010-11-25,10:30pm,LAC,100,SAC,82
201011260CHA,2010-11-26T19:00:00Z,2010-11-26,7:00pm,CHA,99,HOU,89
201011260ORL,2010-11-26T19:00:00Z,2010-11-26,7:00pm,ORL,111,CLE,100
201011260BOS,2010-11-26T19:30:00Z,2010-11-26,7:30pm,BOS,110,TOR,101
201011260DET,2010-11-26T19:30:00Z,2010-11-26,7:30pm,DET,103,MIL,89
201011260MIA,2010-11-26T19:30:00Z,2010-11-26,7:30pm,MIA,99,PHI,90
201011260IND,2010-11-26T20:00:00Z,2010-11-26,8:00pm,IND,106,OKC,110
201011260SAS,2010-11-26T20:30:00Z,2010-11-26,8:30pm,SAS,94,DAL,103
201011260DEN,2010-11-26T21:00:00Z,2010-11-26,9:00pm,DEN,98,CHI,97
201011260PHO,2010-11-26T21:00:00Z,2010-11-26,9:00pm,PHO,116,LAC,108
201011260UTA,2010-11-26T21:00:00Z,2010-11-26,9:00pm,UTA,102,LAL,96
201011260MEM,2010-11-26T21:30:00Z,2010-11-26,9:30pm,MEM,116,GSW,111
201011260POR,2010-11-26T22:00:00Z,2010-11-26,10:00pm,POR,78,NOH,97
201011270NYK,2010-11-27T13:00:00Z,2010-11-27,1:00pm,NYK,90,ATL,99
201011270WAS,2010-11-27T19:00:00Z,2010-11-27,7:00pm,WAS,99,ORL,100
201011270CLE,2010-11-27T19:30:00Z,2010-11-27,7:30pm,CLE,92,MEM,86
201011270PHI,2010-11-27T19:30:00Z,2010-11-27,7:30pm,PHI,102,NJN,86
201011270MIN,2010-11-27T20:00:00Z,2010-11-27,8:00pm,MIN,94,GSW,104
201011270DAL,2010-11-27T20:30:00Z,2010-11-27,8:30pm,DAL,106,MIA,95
201011270MIL,2010-11-27T21:00:00Z,2010-11-27,9:00pm,MIL,104,CHA,101
201011270SAC,2010-11-27T22:00:00Z,2010-11-27,10:00pm,SAC,85,CHI,96
201011280TOR,2010-11-28T13:00:00Z,2010-11-28,1:00pm,TOR,78,ATL,96
201011280DET,2010-11-28T13:30:00Z,2010-11-28,1:30pm,DET,116,NYK,125
201011280NOH,2010-11-28T15:00:00Z,2010-11-28,3:00pm,NOH,95,SAS,109
201011280LAC,2010-11-28T15:30:00Z,2010-11-28,3:30pm,LAC,97,UTA,109
201011280HOU,2010-11-28T19:00:00Z,2010-11-28,7:00pm,HOU,99,OKC,98
201011280NJN,2010-11-28T19:00:00Z,2010-11-28,7:00pm,NJN,98,POR,96
201011280DEN,2010-11-28T20:00:00Z,2010-11-28,8:00pm,DEN,138,PHO,133
201011280LAL,2010-11-28T21:30:00Z,2010-11-28,9:30pm,LAL,92,IND,95
201011290MIA,2010-11-29T19:30:00Z,2010-11-29,7:30pm,MIA,105,WAS,94
201011290OKC,2010-11-29T20:00:00Z,2010-11-29,8:00pm,OKC,95,NOH,89
201011290DAL,2010-11-29T20:30:00Z,2010-11-29,8:30pm,DAL,101,HOU,91
201011290UTA,2010-11-29T21:00:00Z,2010-11-29,9:00pm,UTA,109,MIL,88
201011300CLE,2010-11-30T19:00:00Z,2010-11-30,7:00pm,CLE,87,BOS,106
201011300ORL,2010-11-30T19:00:00Z,2010-11-30,7:00pm,ORL,90,DET,79
201011300PHI,2010-11-30T19:00:00Z,2010-11-30,7:00pm,PHI,88,POR,79
201011300NYK,2010-11-30T19:30:00Z,2010-11-30,7:30pm,NYK,111,NJN,100
201011300MEM,2010-11-30T20:00:00Z,2010-11-30,8:00pm,MEM,98,LAL,96
201011300SAC,2010-11-30T22:00:00Z,2010-11-30,10:00pm,SAC,98,IND,107
201011300GSW,2010-11-30T22:30:00Z,2010-11-30,10:30pm,GSW,98,SAS,118
201012010ATL,2010-12-01T19:00:00Z,2010-12-01,7:00pm,ATL,112,MEM,109
201012010NJN,2010-12-01T19:00:00Z,2010-12-01,7:00pm,NJN,120,OKC,123
201012010TOR,2010-12-01T19:00:00Z,2010-12-01,7:00pm,TOR,127,WAS,108
201012010BOS,2010-12-01T19:30:00Z,2010-12-01,7:30pm,BOS,99,POR,95
201012010MIA,2010-12-01T19:30:00Z,2010-12-01,7:30pm,MIA,97,DET,72
201012010CHI,2010-12-01T20:00:00Z,2010-12-01,8:00pm,CHI,78,ORL,107
201012010NOH,2010-12-01T20:00:00Z,2010-12-01,8:00pm,NOH,89,CHA,73
201012010DAL,2010-12-01T20:30:00Z,2010-12-01,8:30pm,DAL,100,MIN,86
201012010HOU,2010-12-01T20:30:00Z,2010-12-01,8:30pm,HOU,109,LAL,99
201012010DEN,2010-12-01T21:00:00Z,2010-12-01,9:00pm,DEN,105,MIL,94
201012010UTA,2010-12-01T21:00:00Z,2010-12-01,9:00pm,UTA,110,IND,88
201012010LAC,2010-12-01T22:30:00Z,2010-12-01,10:30pm,LAC,90,SAS,85
201012020CLE,2010-12-02T20:00:00Z,2010-12-02,8:00pm,CLE,90,MIA,118
201012020GSW,2010-12-02T22:30:00Z,2010-12-02,10:30pm,GSW,101,PHO,107
201012030CHA,2010-12-03T19:00:00Z,2010-12-03,7:00pm,CHA,91,NJN,84
201012030TOR,2010-12-03T19:00:00Z,2010-12-03,7:00pm,TOR,111,OKC,99
201012030WAS,2010-12-03T19:00:00Z,2010-12-03,7:00pm,WAS,83,POR,79
201012030ATL,2010-12-03T19:30:00Z,2010-12-03,7:30pm,ATL,93,PHI,88
201012030DET,2010-12-03T19:30:00Z,2010-12-03,7:30pm,DET,91,ORL,104
201012030BOS,2010-12-03T20:00:00Z,2010-12-03,8:00pm,BOS,104,CHI,92
201012030MEM,2010-12-03T20:00:00Z,2010-12-03,8:00pm,MEM,111,HOU,127
201012030NOH,2010-12-03T20:00:00Z,2010-12-03,8:00pm,NOH,92,NYK,100
201012030SAS,2010-12-03T20:30:00Z,2010-12-03,8:30pm,SAS,107,MIN,101
201012030DEN,2010-12-03T21:00:00Z,2010-12-03,9:00pm,DEN,109,LAC,104
201012030PHO,2010-12-03T21:00:00Z,2010-12-03,9:00pm,PHO,105,IND,97
201012030LAL,2010-12-03T22:30:00Z,2010-12-03,10:30pm,LAL,113,SAC,80
201012030UTA,2010-12-03T22:30:00Z,2010-12-03,10:30pm,UTA,81,DAL,93
201012040MIA,2010-12-04T19:30:00Z,2010-12-04,7:30pm,MIA,89,ATL,77
201012040PHI,2010-12-04T19:30:00Z,2010-12-04,7:30pm,PHI,109,CHA,91
201012040CHI,2010-12-04T20:00:00Z,2010-12-04,8:00pm,CHI,119,HOU,116
201012040MIN,2010-12-04T20:00:00Z,2010-12-04,8:00pm,MIN,129,CLE,95
201012040MIL,2010-12-04T20:30:00Z,2010-12-04,8:30pm,MIL,96,ORL,85
201012040SAC,2010-12-04T22:00:00Z,2010-12-04,10:00pm,SAC,103,DAL,105
201012050NJN,2010-12-05T13:00:00Z,2010-12-05,1:00pm,NJN,75,BOS,100
201012050TOR,2010-12-05T13:00:00Z,2010-12-05,1:00pm,TOR,99,NYK,116
201012050DET,2010-12-05T18:00:00Z,2010-12-05,6:00pm,DET,102,CLE,92
201012050OKC,2010-12-05T19:00:00Z,2010-12-05,7:00pm,OKC,114,GSW,109
201012050SAS,2010-12-05T19:00:00Z,2010-12-05,7:00pm,SAS,109,NOH,84
201012050DEN,2010-12-05T20:00:00Z,2010-12-05,8:00pm,DEN,108,MEM,107
